Snapshot}convex_hull_area}average_proximity}geohash_area}vessel_locations}SpComplexity}SpDensity}SpCriticality}2D_Cluster_K2}2D_Cluster_K2_Centroid}3D_Cluster_K2}3D_Cluster_K2_Centroid}2D_Cluster_K3}2D_Cluster_K3_Centroid}3D_Cluster_K3}3D_Cluster_K3_Centroid}2D_Cluster_K4}2D_Cluster_K4_Centroid}3D_Cluster_K4}3D_Cluster_K4_Centroid}2D_Cluster_K5}2D_Cluster_K5_Centroid}3D_Cluster_K5}3D_Cluster_K5_Centroid
experiment_600_snapshot_01}528754733.5084386}18312.02245633198}5664978.0}600.0}0.7118209275392675}0.6251712293216659}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
experiment_600_snapshot_14}416109763.8751713}18698.53190455722}5243616.0}600.0}0.8858208870973252}0.8582477880766441}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_15}438400521.2520796}18985.052481740273}5501115.0}600.0}0.8280917706680444}0.7764789621935063}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}3}[0.860183380706658, 0.7975171982451393]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_16}401131660.3015063}18610.922445178105}5641569.0}600.0}0.9232227381043273}0.8274935817520136}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_17}387616276.89653385}18714.997648503042}5196798.0}600.0}0.950100507306133}0.9296375070545296}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_18}424683434.5468128}19060.006308435142}5430888.0}600.0}0.8514770985925303}0.8119238741443311}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_19}502151035.29190636}18151.86040338702}5126571.0}600.0}0.7561462928242563}0.7274282119871294}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_20}430376032.4329325}18620.889433283173}5454297.0}600.0}0.8600284810112809}0.7977459702345308}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_21}475747493.1562033}18840.471009879}5384070.0}600.0}0.7689410886140521}0.7310789393075925}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_22}403882935.05067337}18828.582169629837}5149980.0}600.0}0.9063338720354343}0.9003065984632672}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_23}393596460.2214978}18461.696041589126}5290434.0}600.0}0.94850265813735}0.8993091134419315}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_24}453312984.21712315}18928.28795640737}5407479.0}600.0}0.803252044593897}0.7639386432413291}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_25}575922446.6689811}19712.11575285391}5313843.0}600.0}0.6071053867976356}0.6118976071616191}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
experiment_600_snapshot_26}400626564.9333484}18583.080902262638}5477706.0}600.0}0.9257716382959141}0.8533221460424161}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_27}415689805.67190343}18269.75276508656}5782023.0}600.0}0.907526443336518}0.7791162998982081}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_28}420714253.5905181}18841.170937964253}5524524.0}600.0}0.8694932541674263}0.8056926257711032}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_29}430329826.2438327}18347.724443354786}5430888.0}600.0}0.8729264951927286}0.8012705567538159}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_30}400511684.6495048}18347.83895597027}5290434.0}600.0}0.9379101207577186}0.8837816654598701}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_31}379128264.05319023}18677.024563527324}4939299.0}600.0}0.9733465197082927}1.0}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_32}407152313.26935494}18357.072871412078}5547933.0}600.0}0.9221487759413896}0.8290168637607791}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_33}443163486.82032704}18844.071607885515}5571342.0}600.0}0.8253204684298708}0.7584512821249607}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_34}431364243.7942226}18373.001339693492}5384070.0}600.0}0.8696351449803689}0.8062999603666768}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_35}449854963.59629035}18701.09505671615}5758614.0}600.0}0.8192600509988627}0.7228713189585275}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_36}464341625.63707554}18229.86938521778}5477706.0}600.0}0.814216985764204}0.736232767591082}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_37}392995442.5164309}18525.09400399668}5032935.0}600.0}0.9467022258532378}0.9467659791982703}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_38}429181391.4737655}19516.01532447309}5945886.0}600.0}0.8228663422359235}0.7338275586823773}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_39}413504119.34233207}18613.793046118237}5384070.0}600.0}0.895460867054916}0.8411257745825232}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_40}441832285.5729203}18287.778098788218}5173389.0}600.0}0.8529880398581927}0.8192546149350369}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}0}[0.8880541881322699, 0.8206096812609238]}3}[0.8880541881322699, 0.8206096812609238, 1.0]}3}[0.860183380706658, 0.7975171982451393]}4}[0.8689656923421809, 0.8022228656280347, 1.0]
experiment_600_snapshot_41}398913801.03848934}18834.27947784926}5126571.0}600.0}0.917346187686208}0.9156836108426174}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_42}384499114.260998}18599.708796018454}5290434.0}600.0}0.9637399099631178}0.920586993746379}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_43}570489429.2512598}18425.855748355123}5267025.0}600.0}0.6556711338547827}0.6232158612003978}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
experiment_600_snapshot_44}516917272.8089696}19819.51605711749}5149980.0}600.0}0.6727399868320448}0.7034364888928952}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
experiment_600_snapshot_45}573106107.8436735}18501.501774066106}5103162.0}600.0}0.6500089163410274}0.6402905425187462}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
experiment_600_snapshot_46}390820135.8828168}17635.36291043367}5594751.0}600.0}1.0}0.8564337733160738}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_47}390996205.09053504}18985.90326341211}5501115.0}600.0}0.9284478751856204}0.8706191449814339}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}4}[0.9237686924856549, 0.8585728428346853]}1}[0.9237686924856549, 0.8585728428346853, 1.0]
experiment_600_snapshot_48}470009213.7274848}19151.85421227806}5501115.0}600.0}0.7656744123500648}0.72425980560517}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}1}[0.8260795007962082, 0.766605386337975]}0}[0.8260795007962082, 0.766605386337975, 1.0]}3}[0.7996879983063788, 0.7446869375440921]}0}[0.7996879983063788, 0.7446869375440921, 1.0]}2}[0.7950759736048901, 0.7385037391496438]}2}[0.7996879983063788, 0.7446869375440921, 1.0]
experiment_600_snapshot_49}396031184.5027926}18166.840002081182}5126571.0}600.0}0.9579714288804818}0.9223486534487833}1}0}[0.9104548908812228, 0.859371871418879]}0}[0.9104548908812228, 0.859371871418879, 1.0]}0}[0.9343937052500632, 0.8888264776920884]}2}[0.9343937052500632, 0.8888264776920884, 1.0]}2}[0.9466557519289089, 0.9124281241174484]}1}[0.9466557519289089, 0.9124281241174484, 1.0]}0}[0.9516593509922266, 0.9379886343353687]}3}[0.9516593509922266, 0.9379886343353687, 1.0]
experiment_600_snapshot_50}584772411.3703747}18228.950021923632}5360661.0}600.0}0.6465659106990114}0.5973739224988743}1}1}[0.729695657493562, 0.6874133273159552]}1}[0.729695657493562, 0.6874133273159552, 1.0]}2}[0.6397977228404859, 0.6171640110446334]}1}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}2}[0.6397977228404859, 0.6171640110446334, 1.0]}1}[0.6397977228404859, 0.6171640110446334]}0}[0.6397977228404859, 0.6171640110446334, 1.0]
