Snapshot}convex_hull_area}average_proximity}geohash_area}vessel_locations}SpComplexity}SpDensity}SpCriticality}2D_Cluster_K2}2D_Cluster_K2_Centroid}3D_Cluster_K2}3D_Cluster_K2_Centroid}2D_Cluster_K3}2D_Cluster_K3_Centroid}3D_Cluster_K3}3D_Cluster_K3_Centroid}2D_Cluster_K4}2D_Cluster_K4_Centroid}3D_Cluster_K4}3D_Cluster_K4_Centroid}2D_Cluster_K5}2D_Cluster_K5_Centroid}3D_Cluster_K5}3D_Cluster_K5_Centroid
experiment_100_snapshot_01}392746943.3449204}18625.171590552844}1568403.0}100.0}0.570182397865199}0.6113793185585482}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_02}324847987.87230253}19518.068468498263}1498176.0}100.0}0.6578242572952909}0.7738168902274535}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}3}[0.7100898706808819, 0.7558813754065182]}0}[0.7100898706808819, 0.7558813754065182, 1.0]}0}[0.6731163806103252, 0.7461220253023847]}0}[0.6731163806103252, 0.7461220253023847, 1.0]
experiment_100_snapshot_03}359860952.3848208}18827.690457833844}1662039.0}100.0}0.6155950623731866}0.6296588128679624}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_04}354808584.310804}19093.68309677416}1521585.0}100.0}0.6156630271923426}0.6975749628127901}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_05}482673307.44856405}18707.77431377383}1568403.0}100.0}0.46190376040113823}0.4974738707997816}1}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]
experiment_100_snapshot_06}247670898.1144898}18200.987804692162}1732266.0}100.0}0.9252454639026028}0.8777920864037045}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}2}[0.8362140214844039, 0.8193079468542475]}2}[0.8362140214844039, 0.8193079468542475, 1.0]}0}[0.9626227319513014, 0.9388960432018523]}2}[0.9626227319513014, 0.9388960432018523, 1.0]}2}[0.9626227319513014, 0.9388960432018523]}4}[0.9626227319513014, 0.9388960432018523, 1.0]
experiment_100_snapshot_07}366882484.44964075}19932.617253939563}1451358.0}100.0}0.5703423180762561}0.7072609696518138}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_08}481233730.6055503}19684.91599110569}1521585.0}100.0}0.44028843323140665}0.5143147066911216}1}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]
experiment_100_snapshot_09}314837026.99293816}18741.615088464794}1544994.0}100.0}0.7068611051948136}0.7742275510384239}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}3}[0.7100898706808819, 0.7558813754065182]}0}[0.7100898706808819, 0.7558813754065182, 1.0]}0}[0.6731163806103252, 0.7461220253023847]}0}[0.6731163806103252, 0.7461220253023847, 1.0]
experiment_100_snapshot_10}540529387.9855542}19586.82973695865}1732266.0}100.0}0.39395212107863964}0.4022048740173357}1}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]
experiment_100_snapshot_11}537960398.4251802}17986.26677539849}1404540.0}100.0}0.4310578565755962}0.4984215403371342}1}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]}1}[0.43715510333327906, 0.4778147362675579]}1}[0.43715510333327906, 0.4778147362675579, 1.0]
experiment_100_snapshot_12}355280980.6795832}17216.876519722467}1779084.0}100.0}0.6818684225299844}0.5958168878731916}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_13}366764082.75263816}18671.44056454525}1662039.0}100.0}0.6090630839532032}0.6178075518615672}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}2}[0.6162230773993611, 0.6604003881197538]}3}[0.6162230773993611, 0.6604003881197538, 1.0]}3}[0.6146803583129155, 0.6504758543880806]}2}[0.6146803583129155, 0.6504758543880806, 1.0]
experiment_100_snapshot_14}317821643.7081493}19225.710571633732}1451358.0}100.0}0.6825917466336061}0.8164379828656271}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}3}[0.7100898706808819, 0.7558813754065182]}0}[0.7100898706808819, 0.7558813754065182, 1.0]}0}[0.6731163806103252, 0.7461220253023847]}0}[0.6731163806103252, 0.7461220253023847, 1.0]
experiment_100_snapshot_15}347021676.6206751}17020.78483326771}1474767.0}100.0}0.7061398433673441}0.7358701843986846}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}0}[0.6415293415306442, 0.6944213923757339]}0}[0.6415293415306442, 0.6944213923757339, 1.0]}3}[0.7100898706808819, 0.7558813754065182]}0}[0.7100898706808819, 0.7558813754065182, 1.0]}0}[0.6731163806103252, 0.7461220253023847]}0}[0.6731163806103252, 0.7461220253023847, 1.0]
experiment_100_snapshot_16}288925300.24146986}18291.397042961475}1662039.0}100.0}0.7892134030130882}0.7842498385803802}1}0}[0.6725019042505606, 0.714289707860952]}0}[0.6725019042505606, 0.714289707860952, 1.0]}2}[0.8362140214844039, 0.8193079468542475]}2}[0.8362140214844039, 0.8193079468542475, 1.0]}3}[0.7100898706808819, 0.7558813754065182]}0}[0.7100898706808819, 0.7558813754065182, 1.0]}4}[0.785650537297645, 0.7714727083152056]}3}[0.785650537297645, 0.7714727083152056, 1.0]
