Snapshot}convex_hull_area}average_proximity}geohash_area}vessel_locations}SpComplexity}SpDensity}SpCriticality}2D_Cluster_K2}2D_Cluster_K2_Centroid}3D_Cluster_K2}3D_Cluster_K2_Centroid}2D_Cluster_K3}2D_Cluster_K3_Centroid}3D_Cluster_K3}3D_Cluster_K3_Centroid}2D_Cluster_K4}2D_Cluster_K4_Centroid}3D_Cluster_K4}3D_Cluster_K4_Centroid}2D_Cluster_K5}2D_Cluster_K5_Centroid}3D_Cluster_K5}3D_Cluster_K5_Centroid
experiment_400_snapshot_01}355491353.390813}18012.731091387785}4096575.0}400.0}0.9941276259381056}0.9345242483813464}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_12}395797222.3031814}19260.697016709644}4330665.0}400.0}0.8350375561334094}0.7939866398522767}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_13}426718805.4278457}17802.743171825136}4143393.0}400.0}0.8379575935378653}0.7697374490477927}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_14}627439451.2400558}18356.13120766924}4471119.0}400.0}0.552710575706358}0.4851236819058306}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}1}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]}2}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]
experiment_400_snapshot_15}372046270.0387158}18731.784271561228}3885894.0}400.0}0.9134286887347133}0.9413532411910722}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_16}402902687.60133874}19010.842774553435}4213620.0}400.0}0.8310922175483973}0.8016503668941168}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_17}448462300.791327}18998.100171099828}4190211.0}400.0}0.7471617594226572}0.7242336399316087}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_18}404126093.24765205}17630.171277663412}4213620.0}400.0}0.8934645508071141}0.7992235412037835}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_19}414824306.1831551}18667.04298096856}4237029.0}400.0}0.8220742163251931}0.7743100476623287}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_20}375122897.3968766}18722.47483865494}4237029.0}400.0}0.9063875265873019}0.8562597232030383}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_21}480201915.23205614}19419.33640451451}4330665.0}400.0}0.6826411700918016}0.6544282657587975}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_22}490088314.9464073}19590.714120720917}4119984.0}400.0}0.6630192456958682}0.6740166881874848}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_23}390448724.7164622}18781.833315612676}3956121.0}400.0}0.8680580310415513}0.8810629763434319}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_24}391341832.9032465}18178.12050053164}4307256.0}400.0}0.8948402229008361}0.8073903742254926}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_25}429777305.5177716}18570.042095711524}4283847.0}400.0}0.7976169657450403}0.7392019377832613}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_26}372262185.29099774}18251.447008898605}4073166.0}400.0}0.9369243492644711}0.8975517425906084}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_27}589183328.0532293}18638.233281343328}3885894.0}400.0}0.5796896650164385}0.5944278215257867}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}1}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]}2}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]
experiment_400_snapshot_28}376114155.2609259}18470.150346566945}3839076.0}400.0}0.9163484315047308}0.9425277345447982}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_29}363740114.6132587}18269.314465812527}3885894.0}400.0}0.9579377751099288}0.9628494304137107}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_30}386643609.08172876}19318.642758374586}4283847.0}400.0}0.8522427246554278}0.8216668001018262}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_31}378223128.9281598}18041.11655162311}4447710.0}400.0}0.9329089396543706}0.8090138956312625}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_32}520101111.4103241}18695.25889425919}4260438.0}400.0}0.6546836341740521}0.6141839955311226}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_33}609057165.3467379}18021.56035082475}4096575.0}400.0}0.5799630199420817}0.545458306273248}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}1}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]}2}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]
experiment_400_snapshot_34}511400216.135797}18824.79873845578}4190211.0}400.0}0.6612405844781186}0.635102360590246}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_35}568714745.6173267}18497.735465381513}4260438.0}400.0}0.6051146910829417}0.5616836580163366}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}1}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]}2}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]
experiment_400_snapshot_36}418582171.65959215}19179.45459259779}4049757.0}400.0}0.7929280297115057}0.8028433884081888}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_37}385577735.10716164}17500.311816300193}4447710.0}400.0}0.943393794499192}0.7935825621958544}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_38}373036316.45031345}19250.592462567776}4073166.0}400.0}0.8864526364045644}0.8956891283077708}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_39}690677895.9700885}18581.13307696718}4400892.0}400.0}0.496024352644865}0.4477383129914673}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}1}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]}2}[0.562700460878537, 0.5268863561425339]}1}[0.562700460878537, 0.5268863561425339, 1.0]
experiment_400_snapshot_40}358874541.4869321}17738.14086328356}3792258.0}400.0}1.0}1.0}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_41}394690066.6714308}17893.72082981808}4073166.0}400.0}0.9013508989529667}0.8465492327342329}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_42}378718916.38938797}18190.53146135276}4260438.0}400.0}0.9240348784661092}0.8434692983693836}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
experiment_400_snapshot_43}425199340.92646503}18134.05971483095}3792258.0}400.0}0.825587532441815}0.8440148112764755}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_44}409152185.88763523}18641.054642733874}3839076.0}400.0}0.8346326979359711}0.866420942904766}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_45}470708216.14358044}18915.29518964209}4119984.0}400.0}0.714966754594534}0.7017674466485252}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_46}416259324.7929888}19422.707468944925}3862485.0}400.0}0.7873666314061718}0.8464664425205642}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_47}361584130.2381693}18151.183325779577}3839076.0}400.0}0.9699211858508138}0.9804026035512375}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}2}[0.938616331597051, 0.9341772681872217]}2}[0.938616331597051, 0.9341772681872217, 1.0]}2}[0.938616331597051, 0.9341772681872217]}3}[0.9484292093455919, 0.9441240378520929, 1.0]}3}[0.9484292093455919, 0.9441240378520929]}4}[0.9484292093455919, 0.9441240378520929, 1.0]
experiment_400_snapshot_48}543395742.2201188}17700.95816445414}3839076.0}400.0}0.6618167327181933}0.6523754147206972}1}0}[0.6382830064810041, 0.6166284936176077]}0}[0.6382830064810041, 0.6166284936176077, 1.0]}1}[0.6292097770691997, 0.6076613980914409]}1}[0.6292097770691997, 0.6076613980914409, 1.0]}3}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]}1}[0.685522097482546, 0.6727173295395288]}2}[0.685522097482546, 0.6727173295395288, 1.0]
experiment_400_snapshot_49}399063813.2119384}19215.692527282696}4190211.0}400.0}0.8301419503868263}0.8138835788192942}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}4}[0.8249911725410022, 0.8134384048338656]}3}[0.8249911725410022, 0.8134384048338656, 1.0]
experiment_400_snapshot_50}400849283.00029886}17717.380181288674}3956121.0}400.0}0.8963345449050614}0.8582026464743033}1}1}[0.8860570843177071, 0.8529043861097274]}1}[0.8860570843177071, 0.8529043861097274, 1.0]}0}[0.8594997863559355, 0.8150276287382253]}0}[0.8594997863559355, 0.8150276287382253, 1.0]}0}[0.8638204796995231, 0.8185197052307874]}0}[0.8660089012730298, 0.823583783763967, 1.0]}0}[0.9070266300050575, 0.8337291626940684]}0}[0.9070266300050575, 0.8337291626940684, 1.0]
