Snapshot}convex_hull_area}average_proximity}geohash_area}vessel_locations}SpComplexity}SpDensity}SpCriticality}2D_Cluster_K2}2D_Cluster_K2_Centroid}3D_Cluster_K2}3D_Cluster_K2_Centroid}2D_Cluster_K3}2D_Cluster_K3_Centroid}3D_Cluster_K3}3D_Cluster_K3_Centroid}2D_Cluster_K4}2D_Cluster_K4_Centroid}3D_Cluster_K4}3D_Cluster_K4_Centroid}2D_Cluster_K5}2D_Cluster_K5_Centroid}3D_Cluster_K5}3D_Cluster_K5_Centroid
experiment_300_snapshot_01}361423405.50688875}18700.70158727493}3043170.0}300.0}0.9469054496685332}1.0}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_12}472268780.4834205}18579.201763524048}3347487.0}300.0}0.7293978880621438}0.6957197804662519}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}1}[0.7709646447046326, 0.6981588485567906]}2}[0.7709646447046326, 0.6981588485567906, 1.0]
experiment_300_snapshot_13}455529456.3537376}18718.84037309409}3534759.0}300.0}0.7505599447033563}0.6830715751616473}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}1}[0.7709646447046326, 0.6981588485567906]}2}[0.7709646447046326, 0.6981588485567906, 1.0]
experiment_300_snapshot_14}397917586.1532004}19076.350402954307}3324078.0}300.0}0.8431257731872079}0.8315304324823578}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_15}407345473.7257294}18138.389756581437}3628395.0}300.0}0.8662019660875254}0.7441577908598243}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_16}454327390.230288}17895.892303907644}3487941.0}300.0}0.787151834993328}0.694071860809063}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}1}[0.7709646447046326, 0.6981588485567906]}2}[0.7709646447046326, 0.6981588485567906, 1.0]
experiment_300_snapshot_17}414524497.3576101}18479.661477432997}3604986.0}300.0}0.8354809987459072}0.7360184546828845}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_18}362145426.21372414}18225.453530566792}3487941.0}300.0}0.9696599114317979}0.8707437242837421}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_19}378219583.45662445}18813.821003752877}3441123.0}300.0}0.899414262364358}0.8450808866197044}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_20}386651478.85199094}18177.951542670264}3604986.0}300.0}0.9105759442953703}0.7890767180801037}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_21}353640303.164638}19143.723353276513}3441123.0}300.0}0.9453499944879706}0.9038170651484168}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_22}391804931.193588}18589.20746112205}3207033.0}300.0}0.8787190018493565}0.8753246548726248}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_23}524236167.8981043}18622.373503614526}3324078.0}300.0}0.6555695551723801}0.6311670250317789}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}2}[0.6240274141249086, 0.5729947962317601, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}1}[0.6240274141249086, 0.5729947962317601, 1.0]
experiment_300_snapshot_24}414930425.9225808}19473.683167328913}2996352.0}300.0}0.7920587720859324}0.8846558923746489}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_25}368270335.9045222}18631.719846649212}3113397.0}300.0}0.9327410844415148}0.9592708492151409}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_26}363906832.99256784}18625.226864821532}3324078.0}300.0}0.9442543803254025}0.9092453136571477}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_27}393917067.46201754}18326.493946367445}3394305.0}300.0}0.886536465569314}0.8225964400038289}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_28}382957526.8003185}18958.999552512207}3394305.0}300.0}0.8814846699104385}0.8461376384435493}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_29}373899351.5982089}17116.93800953667}3604986.0}300.0}1.0}0.8159887912862835}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_30}382849542.1081242}18653.540124786683}3698622.0}300.0}0.8961720443173695}0.7767377399430299}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_31}377509593.0535867}17922.671286964913}3019761.0}300.0}0.9459105255620933}0.9648102830616612}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_32}387879067.97642606}18620.74142022107}3300669.0}300.0}0.8861096725216376}0.8591008920452393}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_33}401731341.36222285}18627.11161156478}3534759.0}300.0}0.8552627518644239}0.7745455513353098}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_34}387166340.375999}18261.89507664833}3253851.0}300.0}0.9051850097158973}0.8730663148923067}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_35}418319560.5438243}18429.68264171562}3815667.0}300.0}0.830146536917392}0.6890708037374743}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}1}[0.7709646447046326, 0.6981588485567906]}2}[0.7709646447046326, 0.6981588485567906, 1.0]
experiment_300_snapshot_36}509372639.88460803}19182.026337452644}3839076.0}300.0}0.6550141667164455}0.5624451344043601}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}2}[0.6240274141249086, 0.5729947962317601, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}1}[0.6240274141249086, 0.5729947962317601, 1.0]
experiment_300_snapshot_37}403983036.0708077}18995.29081581215}3441123.0}300.0}0.8340108760799054}0.7911870360527647}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}2}[0.871577120236365, 0.8219366740814038]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_38}369222470.4915511}18060.10823940907}3230442.0}300.0}0.9597813731423797}0.9221305614876424}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_39}441785814.1811852}18807.99802628537}3136806.0}300.0}0.7702406814457847}0.7936756588335054}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}2}[0.8362602745990734, 0.7721105077433982]}1}[0.8396120206637562, 0.7754762365607603, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}4}[0.836135138591948, 0.7910184255380021]}4}[0.836135138591948, 0.7910184255380021, 1.0]
experiment_300_snapshot_40}362491980.31743044}18395.865292745842}3230442.0}300.0}0.9597589403607398}0.939252018017285}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_41}368416844.4367806}18629.158842269262}3441123.0}300.0}0.9324983363979408}0.8675665777798238}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_42}367465221.17690635}18991.705249695362}3394305.0}300.0}0.917065988523534}0.8818107365730967}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_43}363732656.99410105}18160.049846542912}3183624.0}300.0}0.9689055833441159}0.9498136849162286}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}3}[0.9462951269656437, 0.9397518597875273, 1.0]}0}[0.9462951269656437, 0.9397518597875273]}3}[0.9462951269656437, 0.9397518597875273, 1.0]
experiment_300_snapshot_44}372399484.7168601}18761.089240240926}3394305.0}300.0}0.9160383782784307}0.8701268144808828}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_45}604269672.3517542}18862.59219833487}3464532.0}300.0}0.5614985204859}0.5253722292591413}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}2}[0.6240274141249086, 0.5729947962317601, 1.0]}3}[0.6240274141249086, 0.5729947962317601]}1}[0.6240274141249086, 0.5729947962317601, 1.0]
experiment_300_snapshot_46}379448042.25271404}18876.544265170254}3253851.0}300.0}0.8935235072004531}0.8908252313956857}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}0}[0.9404536522846318, 0.8981231626040513]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_47}392574753.544925}18206.51849062588}3394305.0}300.0}0.8954297442207773}0.8254091085200727}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_48}383437113.01830983}18971.593620472766}3277260.0}300.0}0.8797977165171061}0.8752607313592424}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_49}388618801.92559993}18021.77585354634}3511350.0}300.0}0.9138173458527414}0.8060176619193479}1}0}[0.9068984187226558, 0.861006668195582]}0}[0.9068984187226558, 0.861006668195582, 1.0]}0}[0.9234277560053472, 0.8803231066561321]}0}[0.9246998694686587, 0.8823136813682806, 1.0]}2}[0.871577120236365, 0.8219366740814038]}0}[0.9051243628542202, 0.8493570897790543, 1.0]}2}[0.9134887491711361, 0.8518637808943783]}0}[0.9134887491711361, 0.8518637808943783, 1.0]
experiment_300_snapshot_50}482974245.2412231}18660.74744828313}3253851.0}300.0}0.7101135212901175}0.6998756007653943}1}1}[0.7366901627994739, 0.6761483266865831]}1}[0.7366901627994739, 0.6761483266865831, 1.0]}1}[0.6770255994050572, 0.6329418908480957]}2}[0.6770255994050572, 0.6329418908480957, 1.0]}1}[0.7789386935524358, 0.7148309006071417]}1}[0.8042909741966743, 0.7389394832246714, 1.0]}1}[0.7709646447046326, 0.6981588485567906]}2}[0.7709646447046326, 0.6981588485567906, 1.0]
