Snapshot}convex_hull_area}average_proximity}geohash_area}vessel_locations}SpComplexity}SpDensity}SpCriticality}2D_Cluster_K2}2D_Cluster_K2_Centroid}3D_Cluster_K2}3D_Cluster_K2_Centroid}2D_Cluster_K3}2D_Cluster_K3_Centroid}3D_Cluster_K3}3D_Cluster_K3_Centroid}2D_Cluster_K4}2D_Cluster_K4_Centroid}3D_Cluster_K4}3D_Cluster_K4_Centroid}2D_Cluster_K5}2D_Cluster_K5_Centroid}3D_Cluster_K5}3D_Cluster_K5_Centroid
experiment_200_snapshot_01}358190643.2723999}17166.74607983615}2692035.0}200.0}0.8723789359236505}0.7075151152610131}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_17}373262494.6712845}18341.161851172474}2785671.0}200.0}0.7835490590933636}0.6561248463762929}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_18}355849773.77944636}17520.068228835924}2621808.0}200.0}0.8604089194421887}0.7312452921394756}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_19}330518842.3126434}18924.83273850005}2270673.0}200.0}0.8575888351068722}0.9090334044215125}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}3}[0.9287944175534362, 0.9545167022107562, 1.0]}4}[0.9287944175534362, 0.9545167022107562]}2}[0.9287944175534362, 0.9545167022107562, 1.0]
experiment_200_snapshot_20}375072080.52717286}18732.095578402565}2692035.0}200.0}0.7634951603496799}0.6756709107862496}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_21}389581459.78166264}19752.95340804974}2996352.0}200.0}0.6970710895726278}0.5844394852352134}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}1}[0.6652203437945206, 0.6040273817337376]}3}[0.6652203437945206, 0.6040273817337376, 1.0]
experiment_200_snapshot_22}375248838.0051636}18771.45661235311}2715444.0}200.0}0.761535338053087}0.6695306367457493}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_23}376641554.42675793}20045.148463655023}2598399.0}200.0}0.7105094856325301}0.6971024153091754}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_24}367257987.09463954}18710.539527936853}2668626.0}200.0}0.7806382563235679}0.6961001043972663}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_25}360783145.70319664}17782.2114865449}2340900.0}200.0}0.8361330285565297}0.8077957406554911}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_26}391337501.17227316}16361.244481588752}2598399.0}200.0}0.8377985208318114}0.6709240400170927}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}1}[0.838275243419929, 0.7488392362698084, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_27}377544095.8015158}19452.86206419514}2598399.0}200.0}0.7303923246626206}0.6954359509696273}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_28}368871192.416488}17561.719416006737}2785671.0}200.0}0.8280672664241591}0.6639358182725937}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_29}346546178.03231984}18531.06440228202}2574990.0}200.0}0.8353065985836867}0.7645290660018902}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_30}354362814.00399005}20486.402926263196}2504763.0}200.0}0.7389133943403051}0.7686274322491203}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_31}368798133.79644823}17662.97760975106}2621808.0}200.0}0.82348322729583}0.7055715524003653}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}1}[0.838275243419929, 0.7488392362698084, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_32}374285885.30942166}17837.46325356674}2551581.0}200.0}0.8034721907709789}0.7143611900755051}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}1}[0.838275243419929, 0.7488392362698084, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_33}411675040.2317127}18653.329114975004}2692035.0}200.0}0.69854839886784}0.6155954806432936}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}1}[0.6652203437945206, 0.6040273817337376]}3}[0.6652203437945206, 0.6040273817337376, 1.0]
experiment_200_snapshot_34}285724596.46993303}18774.127503154166}2387718.0}200.0}1.0}1.0}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}3}[1.0, 1.0]}3}[0.9287944175534362, 0.9545167022107562, 1.0]}4}[0.9287944175534362, 0.9545167022107562]}2}[0.9287944175534362, 0.9545167022107562, 1.0]
experiment_200_snapshot_35}533384913.70660305}18000.27489671588}2364309.0}200.0}0.5587113905909944}0.5409855911848098}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5445056819051945, 0.4939807386894197]}1}[0.5445056819051945, 0.4939807386894197, 1.0]
experiment_200_snapshot_36}368155853.6148523}18732.413317527768}2528172.0}200.0}0.7778250926036029}0.7329803536397513}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_37}570572121.6004264}18053.986162925496}2715444.0}200.0}0.5207433561562719}0.44033100100120975}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5445056819051945, 0.4939807386894197]}1}[0.5445056819051945, 0.4939807386894197, 1.0]
experiment_200_snapshot_38}379873779.98016155}18023.725333749102}2574990.0}200.0}0.7834720580208694}0.6974543645297411}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_39}466972247.50880945}19893.688728916404}2738853.0}200.0}0.5774322046591589}0.5334219309113175}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5445056819051945, 0.4939807386894197]}1}[0.5445056819051945, 0.4939807386894197, 1.0]
experiment_200_snapshot_40}376076616.5271266}19251.08822439256}2457945.0}200.0}0.740927605071676}0.7380438569510781}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_41}370418302.01763844}19013.664017054303}2785671.0}200.0}0.7616389384185289}0.661162787152365}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_42}357686883.7327628}18204.95953620951}2738853.0}200.0}0.8237864763054269}0.6964002575343267}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}1}[0.838275243419929, 0.7488392362698084, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_43}371960999.3321382}18062.202326905488}2715444.0}200.0}0.7984344780473364}0.6754487537639864}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_44}339906633.30977273}19340.77013435211}2574990.0}200.0}0.8159696166773213}0.7794629461559166}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_45}373035308.78236854}18805.718635735426}2668626.0}200.0}0.7646584921912224}0.6853193709511707}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
experiment_200_snapshot_46}439089563.59463406}18897.542675867306}2692035.0}200.0}0.6464708419484612}0.5771608238319456}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}1}[0.6652203437945206, 0.6040273817337376]}3}[0.6652203437945206, 0.6040273817337376, 1.0]
experiment_200_snapshot_47}529657404.7013769}17944.865010098583}2574990.0}200.0}0.5643806912986501}0.500218864998123}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5445056819051945, 0.4939807386894197]}1}[0.5445056819051945, 0.4939807386894197, 1.0]
experiment_200_snapshot_48}338206272.35605806}18640.56833525493}2621808.0}200.0}0.8508766069598417}0.7693928027188363}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}0}[0.8571490073281705, 0.7920151568627061]}2}[0.8571490073281705, 0.7920151568627061, 1.0]}0}[0.8469453649944683, 0.7771590966386136]}1}[0.838275243419929, 0.7488392362698084, 1.0]}0}[0.8461266365242834, 0.7670149191168522]}4}[0.8461266365242834, 0.7670149191168522, 1.0]
experiment_200_snapshot_49}430328102.53878903}20144.832587720986}2481354.0}200.0}0.6187910447891535}0.6389137372244977}1}1}[0.598156642744895, 0.5428903578202278]}1}[0.598156642744895, 0.5428903578202278, 1.0]}1}[0.5696843280376553, 0.5265683220719346]}1}[0.5696843280376553, 0.5265683220719346, 1.0]}2}[0.5696843280376553, 0.5265683220719346]}2}[0.5696843280376553, 0.5265683220719346, 1.0]}1}[0.6652203437945206, 0.6040273817337376]}3}[0.6652203437945206, 0.6040273817337376, 1.0]
experiment_200_snapshot_50}378246405.2754631}19591.317531492263}2738853.0}200.0}0.7238839342829925}0.6585475353473386}1}0}[0.8040205038273782, 0.7293174391546674]}0}[0.8040205038273782, 0.7293174391546674, 1.0]}2}[0.7679723226943006, 0.6864936649385457]}0}[0.7679723226943006, 0.6864936649385457, 1.0]}1}[0.7679723226943006, 0.6864936649385457]}0}[0.7571268229868425, 0.6832134919105133, 1.0]}3}[0.7733694441153827, 0.6931456789384912]}0}[0.7733694441153827, 0.6931456789384912, 1.0]
